id,source,meaning,group,width,height,mode,alphaRange,animated,bytes,routes,code,use,note,sha256,sourceAbsolute,V2分类,V2产物路径,V2实际显示尺寸,V2证据,V2状态
A039,下拉+文本框/ChatGPT Image 2026年9月8日 23_52_39 (1).png,文本输入状态总览,下拉+文本框,1536,1024,RGBA,"[0, 254]",False,1746968,模型选择、创作参数、后台设置、登录表单,web/src/lib/app-theme.ts；web/src/app/styles/global-selection-controls.css；web/src/components/creative-generation-preferences.tsx,规范或总览：不作为整页图片上线,用于提取样式与语义；板中示例功能不自动进入本次开发范围。,c86893aad17a86c917ef985a6ae584e33975470a5f21a1741f65518c8fd7c341,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/下拉+文本框/ChatGPT Image 2026年9月8日 23_52_39 (1).png,待确认采用/派生/设计参考/不适用,,,,TODO
A040,下拉+文本框/ChatGPT Image 2026年9月8日 23_52_39 (2).png,文本输入变体总览,下拉+文本框,1536,1024,RGBA,"[0, 254]",False,1653954,模型选择、创作参数、后台设置、登录表单,web/src/lib/app-theme.ts；web/src/app/styles/global-selection-controls.css；web/src/components/creative-generation-preferences.tsx,规范或总览：不作为整页图片上线,用于提取样式与语义；板中示例功能不自动进入本次开发范围。,fdde738ca2350c5192c880e46980d5166e6641a1066f10ac447caae7143c1ae3,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/下拉+文本框/ChatGPT Image 2026年9月8日 23_52_39 (2).png,待确认采用/派生/设计参考/不适用,,,,TODO
A041,下拉+文本框/xialaxuanzhong.png,模型下拉选中态,下拉+文本框,1086,1448,RGBA,"[0, 255]",False,1009307,模型选择、创作参数、后台设置、登录表单,web/src/lib/app-theme.ts；web/src/app/styles/global-selection-controls.css；web/src/components/creative-generation-preferences.tsx,设计参考：用 React / Ant Design / CSS 实现真实控件或布局,文字、金额、日期、进度、模型、状态与按钮行为以现有服务端数据和实际能力为准。,a8d26dd6eb11e3ed216ed7db1346e2ba29399e6d7f3f507cbcdf16a10905df44,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/下拉+文本框/xialaxuanzhong.png,待确认采用/派生/设计参考/不适用,,,,TODO
A042,下拉+文本框/下拉.png,模型下拉展开态,下拉+文本框,1086,1448,RGBA,"[0, 255]",False,1063563,模型选择、创作参数、后台设置、登录表单,web/src/lib/app-theme.ts；web/src/app/styles/global-selection-controls.css；web/src/components/creative-generation-preferences.tsx,设计参考：用 React / Ant Design / CSS 实现真实控件或布局,文字、金额、日期、进度、模型、状态与按钮行为以现有服务端数据和实际能力为准。,f9a01c339e0ea33c8a879b5a86ffcae612d04efa718cb5458d3fab495103cb04,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/下拉+文本框/下拉.png,待确认采用/派生/设计参考/不适用,,,,TODO
A043,加载动画系列/ChatGPT Image 2026年9月9日 12_29_40 (1).png,Logo 加载序列 1,加载动画系列,1254,1254,RGBA,"[0, 255]",False,677049,路由或数据加载、品牌初始化、局部加载,web/src/components/compact-empty-state.tsx；web/public/brand/（新增派生资源）,独立素材候选：统一命名、透明边缘与小尺寸检查后按需导出,当前是静态 PNG，不能称为已交付动画；先检查序列对齐，按需采用少量 transform/opacity 动画，支持 prefers-reduced-motion。,91e42cd2cf0870f2620319c83ff4791e1b39574c8ac74f9ae171883023328bd2,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/加载动画系列/ChatGPT Image 2026年9月9日 12_29_40 (1).png,待确认采用/派生/设计参考/不适用,,,,TODO
A044,加载动画系列/ChatGPT Image 2026年9月9日 12_29_40 (2).png,Logo 加载序列 2,加载动画系列,1254,1254,RGBA,"[0, 255]",False,747289,路由或数据加载、品牌初始化、局部加载,web/src/components/compact-empty-state.tsx；web/public/brand/（新增派生资源）,独立素材候选：统一命名、透明边缘与小尺寸检查后按需导出,当前是静态 PNG，不能称为已交付动画；先检查序列对齐，按需采用少量 transform/opacity 动画，支持 prefers-reduced-motion。,2fc8822bc38c462807fca38590a74ecc55115931942e7b00578ec6314b3660e7,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/加载动画系列/ChatGPT Image 2026年9月9日 12_29_40 (2).png,待确认采用/派生/设计参考/不适用,,,,TODO
A045,加载动画系列/ChatGPT Image 2026年9月9日 12_29_40 (3).png,Logo 加载序列 3,加载动画系列,1254,1254,RGBA,"[0, 255]",False,899529,路由或数据加载、品牌初始化、局部加载,web/src/components/compact-empty-state.tsx；web/public/brand/（新增派生资源）,独立素材候选：统一命名、透明边缘与小尺寸检查后按需导出,当前是静态 PNG，不能称为已交付动画；先检查序列对齐，按需采用少量 transform/opacity 动画，支持 prefers-reduced-motion。,357fa80d531a73e75563d1b5b871c625efc1e6024888c64dbd8506c924c3311f,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/加载动画系列/ChatGPT Image 2026年9月9日 12_29_40 (3).png,待确认采用/派生/设计参考/不适用,,,,TODO
A046,加载动画系列/ChatGPT Image 2026年9月9日 12_29_40 (4).png,Logo 加载序列 4,加载动画系列,1254,1254,RGBA,"[0, 255]",False,1239983,路由或数据加载、品牌初始化、局部加载,web/src/components/compact-empty-state.tsx；web/public/brand/（新增派生资源）,独立素材候选：统一命名、透明边缘与小尺寸检查后按需导出,当前是静态 PNG，不能称为已交付动画；先检查序列对齐，按需采用少量 transform/opacity 动画，支持 prefers-reduced-motion。,a65924d7623a04a1adadd672191d7d43105d7eb35ec27151922f76f4163a4612,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/加载动画系列/ChatGPT Image 2026年9月9日 12_29_40 (4).png,待确认采用/派生/设计参考/不适用,,,,TODO
A047,加载动画系列/ChatGPT Image 2026年9月9日 12_29_40 (5).png,Logo 加载序列 5,加载动画系列,1254,1254,RGBA,"[0, 255]",False,1082324,路由或数据加载、品牌初始化、局部加载,web/src/components/compact-empty-state.tsx；web/public/brand/（新增派生资源）,独立素材候选：统一命名、透明边缘与小尺寸检查后按需导出,当前是静态 PNG，不能称为已交付动画；先检查序列对齐，按需采用少量 transform/opacity 动画，支持 prefers-reduced-motion。,3038e0e255d211d62e214dfab2720369e23b9b80e33b5f7fbbd57bbdc59637dd,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/加载动画系列/ChatGPT Image 2026年9月9日 12_29_40 (5).png,待确认采用/派生/设计参考/不适用,,,,TODO
A048,加载动画系列/ChatGPT Image 2026年9月9日 12_29_40 (6).png,独立加载环,加载动画系列,1254,1254,RGBA,"[0, 255]",False,726219,路由或数据加载、品牌初始化、局部加载,web/src/components/compact-empty-state.tsx；web/public/brand/（新增派生资源）,独立素材候选：统一命名、透明边缘与小尺寸检查后按需导出,当前是静态 PNG，不能称为已交付动画；先检查序列对齐，按需采用少量 transform/opacity 动画，支持 prefers-reduced-motion。,57d1d804362e6675f3f2241fd4be2bdb828e940fb504b6e25e289bf8a68d1580,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/加载动画系列/ChatGPT Image 2026年9月9日 12_29_40 (6).png,待确认采用/派生/设计参考/不适用,,,,TODO
A049,加载动画系列/ChatGPT Image 2026年9月9日 12_29_40 (7).png,Logo 加载序列 7,加载动画系列,1254,1254,RGBA,"[0, 255]",False,947784,路由或数据加载、品牌初始化、局部加载,web/src/components/compact-empty-state.tsx；web/public/brand/（新增派生资源）,独立素材候选：统一命名、透明边缘与小尺寸检查后按需导出,当前是静态 PNG，不能称为已交付动画；先检查序列对齐，按需采用少量 transform/opacity 动画，支持 prefers-reduced-motion。,db5ecb87c7483d9422b6f15cad2f74bb12792384b8960cc29dff66c2a954266f,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/加载动画系列/ChatGPT Image 2026年9月9日 12_29_40 (7).png,待确认采用/派生/设计参考/不适用,,,,TODO
A050,加载动画系列/ChatGPT Image 2026年9月9日 12_29_40 (8).png,Logo 加载序列 8,加载动画系列,1254,1254,RGBA,"[0, 255]",False,965896,路由或数据加载、品牌初始化、局部加载,web/src/components/compact-empty-state.tsx；web/public/brand/（新增派生资源）,独立素材候选：统一命名、透明边缘与小尺寸检查后按需导出,当前是静态 PNG，不能称为已交付动画；先检查序列对齐，按需采用少量 transform/opacity 动画，支持 prefers-reduced-motion。,37b43c959a928c313350da1e98c8e4dd9a2cca54cb782de6f1cc30e85b1b0fe0,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/加载动画系列/ChatGPT Image 2026年9月9日 12_29_40 (8).png,待确认采用/派生/设计参考/不适用,,,,TODO
A051,后台管理/ChatGPT Image 2026年9月8日 16_24_48 (3).png,后台相关布局参考（与 A222 相同，非后台定稿）,后台管理,1672,941,RGB,,False,1653549,经营分析、生成运维、用户、财务、系统配置,web/src/components/admin/；web/src/app/admin/；web/src/app/styles/global-admin-theme.css,辅助布局与视觉参考：后台方案结合实际业务另行构建,两文件 SHA-256 完全一致；不把该图视为专门后台设计依据，也不改动原文件。,f5e722c090aec75b9c4035dae10e6d04896d1bc76f028a092bcaca48ee8c116e,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/后台管理/ChatGPT Image 2026年9月8日 16_24_48 (3).png,待确认采用/派生/设计参考/不适用,,,,TODO
A052,后台管理/ChatGPT Image 2026年9月8日 20_34_04 (1).png,后台侧边导航示意,后台管理,724,2172,RGBA,"[0, 255]",False,1042695,经营分析、生成运维、用户、财务、系统配置,web/src/components/admin/；web/src/app/admin/；web/src/app/styles/global-admin-theme.css,设计参考：用 React / Ant Design / CSS 实现真实控件或布局,文字、金额、日期、进度、模型、状态与按钮行为以现有服务端数据和实际能力为准。,7fe008ceaff47134700aec91661bee566241fe51e1ac30b3ee9ad875b2b99db4,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/后台管理/ChatGPT Image 2026年9月8日 20_34_04 (1).png,待确认采用/派生/设计参考/不适用,,,,TODO
A053,后台管理/ChatGPT Image 2026年9月8日 20_34_05 (2).png,后台顶部搜索与身份示意,后台管理,2172,724,RGBA,"[0, 255]",False,434523,经营分析、生成运维、用户、财务、系统配置,web/src/components/admin/；web/src/app/admin/；web/src/app/styles/global-admin-theme.css,设计参考：用 React / Ant Design / CSS 实现真实控件或布局,文字、金额、日期、进度、模型、状态与按钮行为以现有服务端数据和实际能力为准。,15e9cc20ff121016d9bb9c7988ee9d9c2c3f8a9c5aa018911008b3b1f217bb8b,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/后台管理/ChatGPT Image 2026年9月8日 20_34_05 (2).png,待确认采用/派生/设计参考/不适用,,,,TODO
A054,后台管理/ChatGPT Image 2026年9月8日 20_34_05 (3).png,后台指标卡示意,后台管理,2172,724,RGBA,"[0, 255]",False,666065,经营分析、生成运维、用户、财务、系统配置,web/src/components/admin/；web/src/app/admin/；web/src/app/styles/global-admin-theme.css,设计参考：用 React / Ant Design / CSS 实现真实控件或布局,文字、金额、日期、进度、模型、状态与按钮行为以现有服务端数据和实际能力为准。,65b115921995c84ff61227fef82111c7047679765190e9475dcf4db513718836,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/后台管理/ChatGPT Image 2026年9月8日 20_34_05 (3).png,待确认采用/派生/设计参考/不适用,,,,TODO
A055,后台管理/ChatGPT Image 2026年9月8日 20_34_05 (4).png,生成使用趋势图示意,后台管理,1448,1086,RGBA,"[0, 255]",False,993411,经营分析、生成运维、用户、财务、系统配置,web/src/components/admin/；web/src/app/admin/；web/src/app/styles/global-admin-theme.css,设计参考：用 React / Ant Design / CSS 实现真实控件或布局,文字、金额、日期、进度、模型、状态与按钮行为以现有服务端数据和实际能力为准。,1fa797f2ceac63156297537f5e53fe1814b746e303a771453644f0d16ce1b6fc,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/后台管理/ChatGPT Image 2026年9月8日 20_34_05 (4).png,待确认采用/派生/设计参考/不适用,,,,TODO
A056,后台管理/ChatGPT Image 2026年9月8日 20_34_05 (5).png,任务队列示意,后台管理,1122,1402,RGBA,"[0, 255]",False,1203275,经营分析、生成运维、用户、财务、系统配置,web/src/components/admin/；web/src/app/admin/；web/src/app/styles/global-admin-theme.css,设计参考：用 React / Ant Design / CSS 实现真实控件或布局,文字、金额、日期、进度、模型、状态与按钮行为以现有服务端数据和实际能力为准。,ec743e432c513eff51509d15db76ed3c81b5b5097b639bfd3ec738c3cef74546,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/后台管理/ChatGPT Image 2026年9月8日 20_34_05 (5).png,待确认采用/派生/设计参考/不适用,,,,TODO
A057,后台管理/ChatGPT Image 2026年9月8日 20_34_05 (6).png,模型服务状态示意,后台管理,1122,1402,RGBA,"[0, 255]",False,1111103,经营分析、生成运维、用户、财务、系统配置,web/src/components/admin/；web/src/app/admin/；web/src/app/styles/global-admin-theme.css,设计参考：用 React / Ant Design / CSS 实现真实控件或布局,文字、金额、日期、进度、模型、状态与按钮行为以现有服务端数据和实际能力为准。,158ab02c40dbd8c74dc15118fbff6c6e3ba901d4b5b03bc3c57db279cfafd880,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/后台管理/ChatGPT Image 2026年9月8日 20_34_05 (6).png,待确认采用/派生/设计参考/不适用,,,,TODO
A058,后台管理/ChatGPT Image 2026年9月8日 20_34_05 (7).png,用户与权限表格示意,后台管理,1448,1086,RGBA,"[0, 255]",False,1195197,经营分析、生成运维、用户、财务、系统配置,web/src/components/admin/；web/src/app/admin/；web/src/app/styles/global-admin-theme.css,设计参考：用 React / Ant Design / CSS 实现真实控件或布局,文字、金额、日期、进度、模型、状态与按钮行为以现有服务端数据和实际能力为准。,180bf2b266d9fd5d2cc4f2e01c03b3873772adcd3ceb3ee37b004a35ed9f2c30,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/后台管理/ChatGPT Image 2026年9月8日 20_34_05 (7).png,待确认采用/派生/设计参考/不适用,,,,TODO
A059,后台管理/ChatGPT Image 2026年9月8日 20_34_05 (8).png,计费与配额示意,后台管理,1254,1254,RGBA,"[0, 255]",False,924394,经营分析、生成运维、用户、财务、系统配置,web/src/components/admin/；web/src/app/admin/；web/src/app/styles/global-admin-theme.css,设计参考：用 React / Ant Design / CSS 实现真实控件或布局,文字、金额、日期、进度、模型、状态与按钮行为以现有服务端数据和实际能力为准。,a9d9769450683905cfa5d894fc6ed74a5f134698c34a75d3757107b519226cbf,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/后台管理/ChatGPT Image 2026年9月8日 20_34_05 (8).png,待确认采用/派生/设计参考/不适用,,,,TODO
A060,后台管理/ChatGPT Image 2026年9月8日 20_34_06 (9).png,第三方插件中心示意,后台管理,1122,1402,RGBA,"[0, 255]",False,1164079,经营分析、生成运维、用户、财务、系统配置,web/src/components/admin/；web/src/app/admin/；web/src/app/styles/global-admin-theme.css,设计参考：用 React / Ant Design / CSS 实现真实控件或布局,仅借鉴视觉；插件中心、3D、团队协作、收藏、命令面板或示例模型能力需逐项核实现有实现；不因此新增功能。,21922d918cd0ba5429cc8e256eaac5cbe8ac9bbdd5643347fa0e084c9b653eab,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/后台管理/ChatGPT Image 2026年9月8日 20_34_06 (9).png,待确认采用/派生/设计参考/不适用,,,,TODO
A061,后台管理/ChatGPT Image 2026年9月8日 20_34_07 (10).png,API 访问设置示意,后台管理,1448,1086,RGBA,"[0, 255]",False,751613,经营分析、生成运维、用户、财务、系统配置,web/src/components/admin/；web/src/app/admin/；web/src/app/styles/global-admin-theme.css,设计参考：用 React / Ant Design / CSS 实现真实控件或布局,文字、金额、日期、进度、模型、状态与按钮行为以现有服务端数据和实际能力为准。,e2fe09bb1919754f61c50f9c3c94609ea6d2261fac45c58f9cfa7365e2745e47,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/后台管理/ChatGPT Image 2026年9月8日 20_34_07 (10).png,待确认采用/派生/设计参考/不适用,,,,TODO
A062,后台管理/按钮/ChatGPT Image 2026年9月8日 22_19_42 (1).png,主按钮,后台管理/按钮,2172,724,RGBA,"[0, 255]",False,488955,全站按钮，后台密集表单优先,web/src/lib/app-theme.ts；web/src/app/styles/global-admin-controls.css；web/src/components/generation-action-button.tsx,设计参考：用 React / Ant Design / CSS 实现真实控件或布局,文字、金额、日期、进度、模型、状态与按钮行为以现有服务端数据和实际能力为准。,04a3fb7d4b9ad990a66dba013c3d10fef549bb89962ba4544f7293ce4d72c31f,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/后台管理/按钮/ChatGPT Image 2026年9月8日 22_19_42 (1).png,待确认采用/派生/设计参考/不适用,,,,TODO
A063,后台管理/按钮/ChatGPT Image 2026年9月8日 22_19_43 (2).png,次按钮,后台管理/按钮,2172,724,RGBA,"[0, 255]",False,320825,全站按钮，后台密集表单优先,web/src/lib/app-theme.ts；web/src/app/styles/global-admin-controls.css；web/src/components/generation-action-button.tsx,设计参考：用 React / Ant Design / CSS 实现真实控件或布局,文字、金额、日期、进度、模型、状态与按钮行为以现有服务端数据和实际能力为准。,cdb12052ba5910a8200e368e7d401aa98774d96de9dbbacce160e14ec9188e11,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/后台管理/按钮/ChatGPT Image 2026年9月8日 22_19_43 (2).png,待确认采用/派生/设计参考/不适用,,,,TODO
A064,后台管理/按钮/ChatGPT Image 2026年9月8日 22_19_44 (3).png,幽灵按钮,后台管理/按钮,2172,724,RGBA,"[0, 255]",False,337261,全站按钮，后台密集表单优先,web/src/lib/app-theme.ts；web/src/app/styles/global-admin-controls.css；web/src/components/generation-action-button.tsx,设计参考：用 React / Ant Design / CSS 实现真实控件或布局,文字、金额、日期、进度、模型、状态与按钮行为以现有服务端数据和实际能力为准。,03862240008f7681828672187a47959cfb3412b6d83b4c446d3a0aba1bc8e621,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/后台管理/按钮/ChatGPT Image 2026年9月8日 22_19_44 (3).png,待确认采用/派生/设计参考/不适用,,,,TODO
A065,后台管理/按钮/ChatGPT Image 2026年9月8日 22_19_45 (4).png,危险按钮,后台管理/按钮,2172,724,RGBA,"[0, 255]",False,544058,全站按钮，后台密集表单优先,web/src/lib/app-theme.ts；web/src/app/styles/global-admin-controls.css；web/src/components/generation-action-button.tsx,设计参考：用 React / Ant Design / CSS 实现真实控件或布局,文字、金额、日期、进度、模型、状态与按钮行为以现有服务端数据和实际能力为准。,d0db475cb4006efcaa2e52e9cda73e1bfdf0f305dc9a8b3ac444a69456e57fc3,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/后台管理/按钮/ChatGPT Image 2026年9月8日 22_19_45 (4).png,待确认采用/派生/设计参考/不适用,,,,TODO
A066,后台管理/按钮/ChatGPT Image 2026年9月8日 22_19_46 (5).png,图标按钮,后台管理/按钮,1254,1254,RGBA,"[0, 255]",False,260927,全站按钮，后台密集表单优先,web/src/lib/app-theme.ts；web/src/app/styles/global-admin-controls.css；web/src/components/generation-action-button.tsx,设计参考：用 React / Ant Design / CSS 实现真实控件或布局,文字、金额、日期、进度、模型、状态与按钮行为以现有服务端数据和实际能力为准。,ccda5f21f0355be17ba692d7d01d0a2bd91d7dd9361c03ea1f9f5832467158bb,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/后台管理/按钮/ChatGPT Image 2026年9月8日 22_19_46 (5).png,待确认采用/派生/设计参考/不适用,,,,TODO
A067,后台管理/按钮/ChatGPT Image 2026年9月8日 22_19_47 (6).png,分裂按钮,后台管理/按钮,2172,724,RGBA,"[0, 255]",False,357787,全站按钮，后台密集表单优先,web/src/lib/app-theme.ts；web/src/app/styles/global-admin-controls.css；web/src/components/generation-action-button.tsx,设计参考：用 React / Ant Design / CSS 实现真实控件或布局,文字、金额、日期、进度、模型、状态与按钮行为以现有服务端数据和实际能力为准。,9b2482337eb1ad76abee225198e808da90784ded5c34a06e2d985e1a046d9879,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/后台管理/按钮/ChatGPT Image 2026年9月8日 22_19_47 (6).png,待确认采用/派生/设计参考/不适用,,,,TODO
A068,后台管理/按钮/ChatGPT Image 2026年9月8日 22_19_48 (7).png,禁用按钮,后台管理/按钮,2172,724,RGBA,"[0, 255]",False,293451,全站按钮，后台密集表单优先,web/src/lib/app-theme.ts；web/src/app/styles/global-admin-controls.css；web/src/components/generation-action-button.tsx,设计参考：用 React / Ant Design / CSS 实现真实控件或布局,文字、金额、日期、进度、模型、状态与按钮行为以现有服务端数据和实际能力为准。,1b4fc45f12370f199f7b9c5b53336c649303c3d1ea5f99d71f8294d203b2d521,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/后台管理/按钮/ChatGPT Image 2026年9月8日 22_19_48 (7).png,待确认采用/派生/设计参考/不适用,,,,TODO
A069,后台管理/按钮/ChatGPT Image 2026年9月8日 22_19_49 (8).png,加载中按钮,后台管理/按钮,2172,724,RGBA,"[0, 255]",False,586945,全站按钮，后台密集表单优先,web/src/lib/app-theme.ts；web/src/app/styles/global-admin-controls.css；web/src/components/generation-action-button.tsx,设计参考：用 React / Ant Design / CSS 实现真实控件或布局,文字、金额、日期、进度、模型、状态与按钮行为以现有服务端数据和实际能力为准。,05ef85f89cb26107c2c34ef0776d9107573a1ec7399b6f4f03e62f1477d8da85,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/后台管理/按钮/ChatGPT Image 2026年9月8日 22_19_49 (8).png,待确认采用/派生/设计参考/不适用,,,,TODO
A070,后台管理/组件/ChatGPT Image 2026年9月8日 21_05_07 (3).png,分页器,后台管理/组件,1448,1086,RGBA,"[0, 255]",False,451656,后台列表分页、筛选、选中工具栏与行菜单,web/src/components/admin/；web/src/app/admin/；web/src/lib/app-theme.ts,设计参考：用 React / Ant Design / CSS 实现真实控件或布局,文字、金额、日期、进度、模型、状态与按钮行为以现有服务端数据和实际能力为准。,d7f9d32270fa4dfd7f49201a8bca1b98e662a96b53530c0d42ceda4438547c93,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/后台管理/组件/ChatGPT Image 2026年9月8日 21_05_07 (3).png,待确认采用/派生/设计参考/不适用,,,,TODO
A071,后台管理/组件/ChatGPT Image 2026年9月8日 21_05_07 (4).png,表格行操作菜单,后台管理/组件,1448,1086,RGBA,"[0, 255]",False,577136,后台列表分页、筛选、选中工具栏与行菜单,web/src/components/admin/；web/src/app/admin/；web/src/lib/app-theme.ts,设计参考：用 React / Ant Design / CSS 实现真实控件或布局,文字、金额、日期、进度、模型、状态与按钮行为以现有服务端数据和实际能力为准。,3a41bcbb426a89aef7ec050653db5c26c1add37aa6d77d788d80f4f0a3181fef,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/后台管理/组件/ChatGPT Image 2026年9月8日 21_05_07 (4).png,待确认采用/派生/设计参考/不适用,,,,TODO
A072,后台管理/组件/筛选筛选栏.png,筛选栏,后台管理/组件,1448,1086,RGBA,"[0, 255]",False,738807,后台列表分页、筛选、选中工具栏与行菜单,web/src/components/admin/；web/src/app/admin/；web/src/lib/app-theme.ts,设计参考：用 React / Ant Design / CSS 实现真实控件或布局,文字、金额、日期、进度、模型、状态与按钮行为以现有服务端数据和实际能力为准。,5c2e5aa0952b3131ceb02fbb27dce1392f71d63151077fa340db3e73a74126c2,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/后台管理/组件/筛选筛选栏.png,待确认采用/派生/设计参考/不适用,,,,TODO
A073,后台管理/组件/表格工具栏.png,表格工具栏,后台管理/组件,1448,1086,RGBA,"[0, 255]",False,477874,后台列表分页、筛选、选中工具栏与行菜单,web/src/components/admin/；web/src/app/admin/；web/src/lib/app-theme.ts,设计参考：用 React / Ant Design / CSS 实现真实控件或布局,文字、金额、日期、进度、模型、状态与按钮行为以现有服务端数据和实际能力为准。,04318ab451bcbcad4de20b31ce1a1f9534065e90cf3bfb8b28a6597b1a49c889,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/后台管理/组件/表格工具栏.png,待确认采用/派生/设计参考/不适用,,,,TODO
A074,图标/ChatGPT Image 2026年9月9日 01_24_16 (1).png,浅色 App 图标,图标,1254,1254,RGBA,"[0, 255]",False,748600,导航、Canvas 工具、文件类型、上传下载与操作入口,web/src/constant/navigation-tools.ts；web/src/app/(user)/canvas/components/；web/src/components/,独立素材候选：统一命名、透明边缘与小尺寸检查后按需导出,保留原始母图；生产版本只加载实际所需尺寸，图像不可替代真实状态文案。,58fcabcfb6e61fd466e854256d11faec2c92378e97756beba531b903c39c5e96,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/图标/ChatGPT Image 2026年9月9日 01_24_16 (1).png,待确认采用/派生/设计参考/不适用,,,,TODO
A075,图标/ChatGPT Image 2026年9月9日 01_24_17 (2).png,深色 App 图标,图标,1254,1254,RGBA,"[0, 255]",False,864830,导航、Canvas 工具、文件类型、上传下载与操作入口,web/src/constant/navigation-tools.ts；web/src/app/(user)/canvas/components/；web/src/components/,独立素材候选：统一命名、透明边缘与小尺寸检查后按需导出,保留原始母图；生产版本只加载实际所需尺寸，图像不可替代真实状态文案。,3bfad0387778b4149436344bc2841a2585b74449b855bbb16fe5347d10201961,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/图标/ChatGPT Image 2026年9月9日 01_24_17 (2).png,待确认采用/派生/设计参考/不适用,,,,TODO
A076,图标/ChatGPT Image 2026年9月9日 01_24_17 (3).png,App 图标尺寸示意 1,图标,1254,1254,RGBA,"[0, 255]",False,882955,导航、Canvas 工具、文件类型、上传下载与操作入口,web/src/constant/navigation-tools.ts；web/src/app/(user)/canvas/components/；web/src/components/,独立素材候选：统一命名、透明边缘与小尺寸检查后按需导出,保留原始母图；生产版本只加载实际所需尺寸，图像不可替代真实状态文案。,5377fadedfb16975b29798ff99cdc40ff7d9c7f0b31fedd08d62238a378bc19f,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/图标/ChatGPT Image 2026年9月9日 01_24_17 (3).png,待确认采用/派生/设计参考/不适用,,,,TODO
A077,图标/ChatGPT Image 2026年9月9日 01_24_17 (4).png,App 图标尺寸示意 2,图标,1254,1254,RGBA,"[0, 255]",False,815439,导航、Canvas 工具、文件类型、上传下载与操作入口,web/src/constant/navigation-tools.ts；web/src/app/(user)/canvas/components/；web/src/components/,独立素材候选：统一命名、透明边缘与小尺寸检查后按需导出,保留原始母图；生产版本只加载实际所需尺寸，图像不可替代真实状态文案。,b2a1a09483e4a9e74d371cbed3191c3e0c5d9de1f2b6bcadbe3e5c6af5eca907,/Users/dream/Desktop/Vibe Coding/PythonProject/Octal-Canvas/全新UI设计/图标/ChatGPT Image 2026年9月9日 01_24_17 (4).png,待确认采用/派生/设计参考/不适用,,,,TODO
