case_id,页面ID,路径,主题,宽,高,实际视口,实际状态,截图,测量JSON,日志,状态,原因,配色依据,配色验收A17,配色证据
R21-dark-768,R21,/admin/generation-operations,dark,768,1024,768x1024,后台生成运维入口,evidence/admin-entry-matrix/R21-admin-generation-operations-dark-768x1024.png,evidence/admin-entry-matrix/R21-admin-generation-operations-dark-768x1024.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R21-dark-390,R21,/admin/generation-operations,dark,390,844,390x844,后台生成运维入口,evidence/admin-entry-matrix/R21-admin-generation-operations-dark-390x844.png,evidence/admin-entry-matrix/R21-admin-generation-operations-dark-390x844.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R21-dark-430,R21,/admin/generation-operations,dark,430,932,430x932,后台生成运维入口,evidence/admin-entry-matrix/R21-admin-generation-operations-dark-430x932.png,evidence/admin-entry-matrix/R21-admin-generation-operations-dark-430x932.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R22-light-1672,R22,/admin,light,1672,941,1672x941,后台总览入口,evidence/admin-entry-matrix/R22-admin-light-1672x941.png,evidence/admin-entry-matrix/R22-admin-light-1672x941.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R22-light-1440,R22,/admin,light,1440,900,1440x900,后台总览入口,evidence/admin-entry-matrix/R22-admin-light-1440x900.png,evidence/admin-entry-matrix/R22-admin-light-1440x900.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R22-light-1366,R22,/admin,light,1366,768,1366x768,后台总览入口,evidence/admin-entry-matrix/R22-admin-light-1366x768.png,evidence/admin-entry-matrix/R22-admin-light-1366x768.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R22-light-1024,R22,/admin,light,1024,768,1024x768,后台总览入口,evidence/admin-entry-matrix/R22-admin-light-1024x768.png,evidence/admin-entry-matrix/R22-admin-light-1024x768.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R22-light-768,R22,/admin,light,768,1024,768x1024,后台总览入口,evidence/admin-entry-matrix/R22-admin-light-768x1024.png,evidence/admin-entry-matrix/R22-admin-light-768x1024.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R22-light-390,R22,/admin,light,390,844,390x844,后台总览入口,evidence/admin-entry-matrix/R22-admin-light-390x844.png,evidence/admin-entry-matrix/R22-admin-light-390x844.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R22-light-430,R22,/admin,light,430,932,430x932,后台总览入口,evidence/admin-entry-matrix/R22-admin-light-430x932.png,evidence/admin-entry-matrix/R22-admin-light-430x932.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R22-dark-1672,R22,/admin,dark,1672,941,1672x941,后台总览入口,evidence/admin-entry-matrix/R22-admin-dark-1672x941.png,evidence/admin-entry-matrix/R22-admin-dark-1672x941.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R22-dark-1440,R22,/admin,dark,1440,900,1440x900,后台总览入口,evidence/admin-entry-matrix/R22-admin-dark-1440x900.png,evidence/admin-entry-matrix/R22-admin-dark-1440x900.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R22-dark-1366,R22,/admin,dark,1366,768,1366x768,后台总览入口,evidence/admin-entry-matrix/R22-admin-dark-1366x768.png,evidence/admin-entry-matrix/R22-admin-dark-1366x768.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R22-dark-1024,R22,/admin,dark,1024,768,1024x768,后台总览入口,evidence/admin-entry-matrix/R22-admin-dark-1024x768.png,evidence/admin-entry-matrix/R22-admin-dark-1024x768.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R22-dark-768,R22,/admin,dark,768,1024,768x1024,后台总览入口,evidence/admin-entry-matrix/R22-admin-dark-768x1024.png,evidence/admin-entry-matrix/R22-admin-dark-768x1024.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R22-dark-390,R22,/admin,dark,390,844,390x844,后台总览入口,evidence/admin-entry-matrix/R22-admin-dark-390x844.png,evidence/admin-entry-matrix/R22-admin-dark-390x844.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R22-dark-430,R22,/admin,dark,430,932,430x932,后台总览入口,evidence/admin-entry-matrix/R22-admin-dark-430x932.png,evidence/admin-entry-matrix/R22-admin-dark-430x932.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R23-light-1672,R23,/admin/setup,light,1672,941,1672x941,后台初始化入口,evidence/admin-entry-matrix/R23-admin-setup-light-1672x941.png,evidence/admin-entry-matrix/R23-admin-setup-light-1672x941.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R23-light-1440,R23,/admin/setup,light,1440,900,1440x900,后台初始化入口,evidence/admin-entry-matrix/R23-admin-setup-light-1440x900.png,evidence/admin-entry-matrix/R23-admin-setup-light-1440x900.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R23-light-1366,R23,/admin/setup,light,1366,768,1366x768,后台初始化入口,evidence/admin-entry-matrix/R23-admin-setup-light-1366x768.png,evidence/admin-entry-matrix/R23-admin-setup-light-1366x768.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R23-light-1024,R23,/admin/setup,light,1024,768,1024x768,后台初始化入口,evidence/admin-entry-matrix/R23-admin-setup-light-1024x768.png,evidence/admin-entry-matrix/R23-admin-setup-light-1024x768.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R23-light-768,R23,/admin/setup,light,768,1024,768x1024,后台初始化入口,evidence/admin-entry-matrix/R23-admin-setup-light-768x1024.png,evidence/admin-entry-matrix/R23-admin-setup-light-768x1024.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R23-light-390,R23,/admin/setup,light,390,844,390x844,后台初始化入口,evidence/admin-entry-matrix/R23-admin-setup-light-390x844.png,evidence/admin-entry-matrix/R23-admin-setup-light-390x844.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R23-light-430,R23,/admin/setup,light,430,932,430x932,后台初始化入口,evidence/admin-entry-matrix/R23-admin-setup-light-430x932.png,evidence/admin-entry-matrix/R23-admin-setup-light-430x932.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R23-dark-1672,R23,/admin/setup,dark,1672,941,1672x941,后台初始化入口,evidence/admin-entry-matrix/R23-admin-setup-dark-1672x941.png,evidence/admin-entry-matrix/R23-admin-setup-dark-1672x941.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R23-dark-1440,R23,/admin/setup,dark,1440,900,1440x900,后台初始化入口,evidence/admin-entry-matrix/R23-admin-setup-dark-1440x900.png,evidence/admin-entry-matrix/R23-admin-setup-dark-1440x900.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R23-dark-1366,R23,/admin/setup,dark,1366,768,1366x768,后台初始化入口,evidence/admin-entry-matrix/R23-admin-setup-dark-1366x768.png,evidence/admin-entry-matrix/R23-admin-setup-dark-1366x768.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R23-dark-1024,R23,/admin/setup,dark,1024,768,1024x768,后台初始化入口,evidence/admin-entry-matrix/R23-admin-setup-dark-1024x768.png,evidence/admin-entry-matrix/R23-admin-setup-dark-1024x768.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R23-dark-768,R23,/admin/setup,dark,768,1024,768x1024,后台初始化入口,evidence/admin-entry-matrix/R23-admin-setup-dark-768x1024.png,evidence/admin-entry-matrix/R23-admin-setup-dark-768x1024.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R23-dark-390,R23,/admin/setup,dark,390,844,390x844,后台初始化入口,evidence/admin-entry-matrix/R23-admin-setup-dark-390x844.png,evidence/admin-entry-matrix/R23-admin-setup-dark-390x844.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R23-dark-430,R23,/admin/setup,dark,430,932,430x932,后台初始化入口,evidence/admin-entry-matrix/R23-admin-setup-dark-430x932.png,evidence/admin-entry-matrix/R23-admin-setup-dark-430x932.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R24-light-1672,R24,/announcements,light,1672,941,1672x941,公告静态入口,evidence/user-pages-matrix/R24-announcements-light-1672x941.png,evidence/user-pages-matrix/R24-announcements-light-1672x941.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R24-light-1440,R24,/announcements,light,1440,900,1440x900,公告静态入口,evidence/user-pages-matrix/R24-announcements-light-1440x900.png,evidence/user-pages-matrix/R24-announcements-light-1440x900.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R24-light-1366,R24,/announcements,light,1366,768,1366x768,公告静态入口,evidence/user-pages-matrix/R24-announcements-light-1366x768.png,evidence/user-pages-matrix/R24-announcements-light-1366x768.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R24-light-1024,R24,/announcements,light,1024,768,1024x768,公告静态入口,evidence/user-pages-matrix/R24-announcements-light-1024x768.png,evidence/user-pages-matrix/R24-announcements-light-1024x768.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R24-light-768,R24,/announcements,light,768,1024,768x1024,公告静态入口,evidence/user-pages-matrix/R24-announcements-light-768x1024.png,evidence/user-pages-matrix/R24-announcements-light-768x1024.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R24-light-390,R24,/announcements,light,390,844,390x844,公告静态入口,evidence/user-pages-matrix/R24-announcements-light-390x844.png,evidence/user-pages-matrix/R24-announcements-light-390x844.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R24-light-430,R24,/announcements,light,430,932,430x932,公告静态入口,evidence/user-pages-matrix/R24-announcements-light-430x932.png,evidence/user-pages-matrix/R24-announcements-light-430x932.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R24-dark-1672,R24,/announcements,dark,1672,941,1672x941,公告静态入口,evidence/user-pages-matrix/R24-announcements-dark-1672x941.png,evidence/user-pages-matrix/R24-announcements-dark-1672x941.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R24-dark-1440,R24,/announcements,dark,1440,900,1440x900,公告静态入口,evidence/user-pages-matrix/R24-announcements-dark-1440x900.png,evidence/user-pages-matrix/R24-announcements-dark-1440x900.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R24-dark-1366,R24,/announcements,dark,1366,768,1366x768,公告静态入口,evidence/user-pages-matrix/R24-announcements-dark-1366x768.png,evidence/user-pages-matrix/R24-announcements-dark-1366x768.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R24-dark-1024,R24,/announcements,dark,1024,768,1024x768,公告静态入口,evidence/user-pages-matrix/R24-announcements-dark-1024x768.png,evidence/user-pages-matrix/R24-announcements-dark-1024x768.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R24-dark-768,R24,/announcements,dark,768,1024,768x1024,公告静态入口,evidence/user-pages-matrix/R24-announcements-dark-768x1024.png,evidence/user-pages-matrix/R24-announcements-dark-768x1024.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R24-dark-390,R24,/announcements,dark,390,844,390x844,公告静态入口,evidence/user-pages-matrix/R24-announcements-dark-390x844.png,evidence/user-pages-matrix/R24-announcements-dark-390x844.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R24-dark-430,R24,/announcements,dark,430,932,430x932,公告静态入口,evidence/user-pages-matrix/R24-announcements-dark-430x932.png,evidence/user-pages-matrix/R24-announcements-dark-430x932.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R25-light-1672,R25,/forgot-password,light,1672,941,1672x941,找回密码表单,evidence/user-pages-matrix/R25-forgot-password-light-1672x941.png,evidence/user-pages-matrix/R25-forgot-password-light-1672x941.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R25-light-1440,R25,/forgot-password,light,1440,900,1440x900,找回密码表单,evidence/user-pages-matrix/R25-forgot-password-light-1440x900.png,evidence/user-pages-matrix/R25-forgot-password-light-1440x900.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R25-light-1366,R25,/forgot-password,light,1366,768,1366x768,找回密码表单,evidence/user-pages-matrix/R25-forgot-password-light-1366x768.png,evidence/user-pages-matrix/R25-forgot-password-light-1366x768.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R25-light-1024,R25,/forgot-password,light,1024,768,1024x768,找回密码表单,evidence/user-pages-matrix/R25-forgot-password-light-1024x768.png,evidence/user-pages-matrix/R25-forgot-password-light-1024x768.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R25-light-768,R25,/forgot-password,light,768,1024,768x1024,找回密码表单,evidence/user-pages-matrix/R25-forgot-password-light-768x1024.png,evidence/user-pages-matrix/R25-forgot-password-light-768x1024.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R25-light-390,R25,/forgot-password,light,390,844,390x844,找回密码表单,evidence/user-pages-matrix/R25-forgot-password-light-390x844.png,evidence/user-pages-matrix/R25-forgot-password-light-390x844.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R25-light-430,R25,/forgot-password,light,430,932,430x932,找回密码表单,evidence/user-pages-matrix/R25-forgot-password-light-430x932.png,evidence/user-pages-matrix/R25-forgot-password-light-430x932.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R25-dark-1672,R25,/forgot-password,dark,1672,941,1672x941,找回密码表单,evidence/user-pages-matrix/R25-forgot-password-dark-1672x941.png,evidence/user-pages-matrix/R25-forgot-password-dark-1672x941.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R25-dark-1440,R25,/forgot-password,dark,1440,900,1440x900,找回密码表单,evidence/user-pages-matrix/R25-forgot-password-dark-1440x900.png,evidence/user-pages-matrix/R25-forgot-password-dark-1440x900.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R25-dark-1366,R25,/forgot-password,dark,1366,768,1366x768,找回密码表单,evidence/user-pages-matrix/R25-forgot-password-dark-1366x768.png,evidence/user-pages-matrix/R25-forgot-password-dark-1366x768.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
R25-dark-1024,R25,/forgot-password,dark,1024,768,1024x768,找回密码表单,evidence/user-pages-matrix/R25-forgot-password-dark-1024x768.png,evidence/user-pages-matrix/R25-forgot-password-dark-1024x768.json,evidence/after-full-e2e-live-finaldb-20260915.log,PASS,当前构建默认渲染状态已逐项取证；交互/有效/加载/失败/弹层/保存状态仍在页面验收矩阵中单独跟踪。,C01 / 生成按钮B01,PASS,C01;B01;BUILD_ID=9sMLb0KxOZx3vl8L7_ez-;route/theme/viewport
